ngapak,indonesia,contributor,source_type,source_detail,notes
bondhol,tumpul,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
bongkar,membuka,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
bongkok,bungkuk,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
bongkot,pangkal pohon,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
bonyok,lebam,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
borongan,partai,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
bosen,bosan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
bosok,busuk,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
boten,tidak,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
boyong,pindah,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
brak,jatuh keras,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
brambang,bawang merah,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
brangasan,kasar,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
brengkolang,lempar,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
brisik,berisik,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
bromak,kotor,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
brubuh,runtuh,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
brudu,gatal,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
brug,jembatan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
brukut,kotoran ayam,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
bruntak,marah,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
bubar,bubar,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
budhal,berangkat,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
budhalan,keberangkatan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
budheg,tuli,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
bujel,pusar,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
bujuk,membujuk,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
bujur,kain,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
bukak,membuka,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
bukel,menggulung,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
buket,pulen,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
bukti,bukti,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
bulak,tanah lapang,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
bulak-balik,berulang,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
bumbung,pipa,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
buncit,buncit,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
bundel,ikat,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
bunder,bulat,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
bungah,senang,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
buntel,bungkus,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
buntet,tertutup,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
burik,berbintik,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
buron,buron,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
buroné,buronannya,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
buruh,pekerja,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
busek,hapus,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
butek,keruh,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
butuh,perlu,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
cabar,menantang,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
cablak,terus terang,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
cablek,terbuka,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
cacak,lengkap,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
cacak-cacak,acak-acakan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
cacing,cacing,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
cadhang,cadangan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
cadhong,menyendok,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
cagak,tiang,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
cagak-cagak,penyangga,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
cakar,mencakar,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
cakil,tokoh wayang,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
cakra,cakra,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
cakul,mencangkul,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
cakul-cakul,mencangkul,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
cambahan,tambahan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
camboran,campuran,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
cambuk,mencambuk,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
campur,campur,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
cangcang,mengikat,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
cangkem,mulut,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
cangkemé,mulutnya,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
cangking,ketiak,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
cangkingan,ketiakan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
cangkir,cangkir,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
cangkok,menempel,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
cangkol,mencangkul,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
cangkriman,teka-teki,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
cangkring,duduk santai,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
cangkruk,nongkrong,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
cangkut,tersangkut,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
cantug,sampai,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
capek,lelah,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
caplok,menyambar,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
caplokan,sambaran,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
